Title,Authors,Subjects,Bookshelves,Read online (web)
The Poems of Leopardi,"Leopardi, Giacomo",PQ ; Italian poetry -- Translations into English,Browsing: Literature; Browsing: Poetry,https://www.gutenberg.org/ebooks/53020.html.images
"Oedipus King of Thebes
Translated into English Rhyming Verse with Explanatory Notes",Sophocles,Oedipus (Greek mythological figure) -- Drama ; PA ; Tragedies,Browsing: History - Ancient; Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/27673.html.images
"The Motor Girls on Waters Blue; Or, the Strange Cruise of the Tartar","Penrose, Margaret",Girls -- Societies and clubs -- Juvenile fiction ; Motorboats -- Juvenile fiction ; Caribbean Area -- Juvenile fiction ; PZ,Children's Book Series; Browsing: Children & Young Adult Reading; Browsing: Fiction,https://www.gutenberg.org/ebooks/7210.html.images
The Position of Woman in Primitive Society: A Study of the Matriarchy,"Hartley, C. Gasquoine (Catherine Gasquoine)",Women -- History ; Matriarchy ; HQ,Browsing: Gender & Sexuality Studies; Browsing: History - General; Browsing: Sociology,https://www.gutenberg.org/ebooks/31500.html.images
The Rhodesian,"Page, Gertrude",PR ; Zimbabwe -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/27950.html.images
The Kentish Coast,"Harper, Charles G. (Charles George)",Kent (England) -- Description and travel ; DA,Browsing: History - British; Browsing: Travel & Geography,https://www.gutenberg.org/ebooks/58892.html.images
"Kutnar, Son of Pic","Langford, George",PS ; Prehistoric peoples -- Fiction,Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/59321.html.images
Kaarinan kesäloma,"Swan, Anni","Children's stories, Finnish ; PZ",Browsing: Children & Young Adult Reading; Browsing: Literature,https://www.gutenberg.org/ebooks/61463.html.images
Out of This World Convention,"Ackerman, Forrest J.","Science fiction -- Congresses ; PN ; World Science Fiction Convention (14th : 1956 : New York, N.Y.)",Science Fiction; Browsing: Literature; Browsing: Science-Fiction & Fantasy,https://www.gutenberg.org/ebooks/28535.html.images
Hiên le Maboul,"Nolly, Emile",French fiction -- 20th century ; PQ,Browsing: Language & Communication; Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/68588.html.images
The Crock of Gold,"Stephens, James",PR ; Fairies -- Fiction ; Pan (Greek deity) -- Fiction ; Ireland -- Fiction,Fantasy; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Science-Fiction & Fantasy; Browsing: Fiction,https://www.gutenberg.org/ebooks/1605.html.images
Platonism in English poetry of the sixteenth and seventeenth centuries,"Harrison, John Smith","Renaissance -- England ; Neoplatonism in literature ; Thesis (Ph. D.) ; English poetry -- Early modern, 1500-1700 -- History and criticism ; PR ; English poetry -- Greek influences ; Plato -- Influence",Browsing: Culture/Civilization/Society; Browsing: History - General; Browsing: Literature,https://www.gutenberg.org/ebooks/73049.html.images
Alone on an Island,"Kingston, William Henry Giles",Shipwrecks -- Juvenile fiction ; Islands -- Juvenile fiction ; PZ ; Robinsonades ; Sea stories ; Conduct of life -- Juvenile fiction,Browsing: Children & Young Adult Reading; Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/34483.html.images
The Theory of Social Revolutions,"Adams, Brooks",United States -- Politics and government ; Revolutions ; Courts -- United States ; JC,Browsing: History - General; Browsing: Politics,
Ralph Sinclair's Atonement,"Sargent, Antony",Fiction ; PR,Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/49727.html.images
"The Works of Aphra Behn, Volume I","Behn, Aphra",English drama -- 17th century ; PR,Browsing: History - British; Browsing: Literature,https://www.gutenberg.org/ebooks/21339.html.images
Weihnachtserzählungen,"Schwayer, Adolf",Christmas stories ; PT ; Short stories,DE Prosa; Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/21527.html.images
Made to Measure,"Gault, William Campbell",Spouses -- Fiction ; Short stories ; Robots -- Fiction ; Science fiction ; PS ; Man-woman relationships -- Fiction,Science Fiction; Browsing: Literature; Browsing: Science-Fiction & Fantasy; Browsing: Fiction,https://www.gutenberg.org/ebooks/51194.html.images
Bilder aus den Südvogesen,"Edschmid, Kasimir",German literature -- 20th century ; PT,DE Prosa; Browsing: History - General; Browsing: Literature,https://www.gutenberg.org/ebooks/40787.html.images
The House Opposite: A Mystery,"Kent, Elizabeth",Fiction ; Detective and mystery stories ; PR,Browsing: Crime/Mystery; Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/41525.html.images
"The Atlantic Monthly, Volume 12, No. 71, September, 1863
A Magazine of Literature, Art, and Politics",Various,AP ; American periodicals,The Atlantic Monthly; Browsing: Art & Photography; Browsing: History - American; Browsing: Literature; Browsing: Politics,https://www.gutenberg.org/ebooks/13631.html.images
Elämän tarkoitus ja arvo,"Eucken, Rudolf",B ; Values ; Life,Browsing: Philosophy & Ethics; Browsing: Psychiatry/Psychology; Browsing: Religion/Spirituality/Paranormal,https://www.gutenberg.org/ebooks/52975.html.images
The Research Magnificent,"Wells, H. G. (Herbert George)",Science fiction ; Aristocracy (Social class) -- Fiction ; Nobility -- Fiction ; PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Science-Fiction & Fantasy; Browsing: Fiction,
A Child of the Orient,"Vaka, Demetra","Immigrants -- United States -- Biography ; DR ; Girls -- Turkey -- 19th century -- Biography ; Vaka, Demetra, 1877-1946 ; Women -- United States -- Biography ; Greeks -- Turkey -- 19th century -- Biography ; Turkey -- History -- Ottoman Empire, 1288-1918 ; Christians -- Turkey -- 19th century -- Biography ; PS",Browsing: Biographies; Browsing: History - European; Browsing: History - General,https://www.gutenberg.org/ebooks/66019.html.images
The Riddle of the Universe at the close of the nineteenth century,"Haeckel, Ernst",Evolution ; B ; Religion and science ; Soul ; Monism,Browsing: Philosophy & Ethics; Browsing: Psychiatry/Psychology; Browsing: Religion/Spirituality/Paranormal,https://www.gutenberg.org/ebooks/42968.html.images
The Afghan Wars 1839-42 and 1878-80,"Forbes, Archibald",DS ; Afghan Wars,Browsing: History - General; Browsing: History - Warfare,https://www.gutenberg.org/ebooks/8428.html.images
Dissolving Views: Romanfragmente von Leo Wolfram.,"Prantner, Ferdinand",Fiction ; PT ; Short stories,Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/54754.html.images
"Graham's Magazine, Vol. XXXVII, No. 5, November 1850",Various,"Literature -- Periodicals ; AP ; Literature, Modern -- 19th century -- Periodicals",Browsing: Encyclopedias/Dictionaries/Reference; Browsing: Literature,https://www.gutenberg.org/ebooks/54032.html.images
"The Letters of Horace Walpole, Earl of Orford — Volume 1","Walpole, Horace","Authors, English -- 18th century -- Correspondence ; Legislators -- Great Britain -- Correspondence ; Walpole, Horace, 1717-1797 -- Correspondence ; Nobility -- Great Britain -- Correspondence ; DA",Browsing: Biographies; Browsing: History - British; Browsing: History - General,https://www.gutenberg.org/ebooks/4609.html.images
Duizend en één Nacht. Arabische vertellingen. Tweede deel,Anonymous,Tales -- Arab countries ; Fairy tales ; PJ,Browsing: Culture/Civilization/Society; Browsing: Literature,https://www.gutenberg.org/ebooks/45875.html.images
Nothing,"Wollheim, Donald A.","Short stories ; World War, 1939-1945 -- Fiction ; Science fiction ; PS ; Bombings -- Fiction",Browsing: History - Warfare; Browsing: Literature; Browsing: Science-Fiction & Fantasy; Browsing: Fiction,https://www.gutenberg.org/ebooks/69139.html.images
Whither Thou Goest,"Le Queux, William",British -- Spain -- Fiction ; Adventure stories ; Anarchists -- Fiction ; PR ; Madrid (Spain) -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Travel & Geography; Browsing: Fiction,https://www.gutenberg.org/ebooks/41184.html.images
"Botany for Ladies
or, A Popular Introduction to the Natural System of Plants, According to the Classification of De Candolle.","Loudon, Mrs. (Jane)",Plants -- Classification ; QK ; Botany,Browsing: Nature/Gardening/Animals; Browsing: Science - General,https://www.gutenberg.org/ebooks/47039.html.images
Young Alaskans in the Far North,"Hough, Emerson",Alaska -- Juvenile fiction ; Outdoor life -- Juvenile fiction ; PZ,Browsing: Children & Young Adult Reading; Browsing: Travel & Geography; Browsing: Fiction,https://www.gutenberg.org/ebooks/28694.html.images
"The Brochure Series of Architectural Illustration, Vol. 01, No. 12, December 1895
English Country Houses",Various,NA ; Architecture -- Periodicals,The Brochure Series of Architectural Illustration; Browsing: Architecture; Browsing: Art & Photography,https://www.gutenberg.org/ebooks/24776.html.images
Ships at Work,"Elting, Mary",Merchant marine -- Juvenile literature ; Ships -- Juvenile literature ; VK ; PZ,Browsing: Children & Young Adult Reading; Browsing: Fiction,https://www.gutenberg.org/ebooks/55476.html.images
"The Dawn of Modern Medicine
An Account of the Revival of the Science and Art of Medicine Which Took Place in Western Europe During the Latter Half of the Eighteenth Century and the First Part of the Nineteenth","Buck, Albert H. (Albert Henry)",Physicians -- Europe -- Biography ; Medicine -- Europe -- History ; Medicine -- History -- 18th century ; Medicine -- History -- 19th century ; R,Browsing: Biographies; Browsing: Health & Medicine; Browsing: History - General,https://www.gutenberg.org/ebooks/61196.html.images
Un cavallo nella luna: Novelle,"Pirandello, Luigi",PQ ; Italian fiction -- 20th century,IT Racconti; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/56775.html.images
Hätähuuto y.m. kertomuksia,"Maupassant, Guy de","PQ ; French fiction -- Translations into Finnish ; Short stories, French -- Translations into Finnish",Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/52470.html.images
Teerelän perhe,"Alkio, Santeri",Fiction ; PH,Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/39859.html.images
Captain Chaos,"Morrissey, D. Allen",Amnesia -- Fiction ; Science fiction ; Interstellar travel -- Fiction ; Space ships -- Fiction ; Outer space -- Exploration -- Fiction ; PS ; Man-woman relationships -- Fiction,Browsing: Literature; Browsing: Science-Fiction & Fantasy; Browsing: Fiction,https://www.gutenberg.org/ebooks/63919.html.images
"The Eagle's Nest
Ten Lectures on the Relation of Natural Science to Art, Given Before the University of Oxford, in Lent Term, 1872","Ruskin, John",N ; Art and science,Browsing: Art & Photography; Browsing: Culture/Civilization/Society; Browsing: Science - General,https://www.gutenberg.org/ebooks/42917.html.images
The Loss of the S. S. Titanic,"Beesley, Lawrence",Shipwrecks -- North Atlantic Ocean ; Titanic (Steamship) ; G,Browsing: History - General; Browsing: Travel & Geography,
The Black Man's Place in South Africa,"Nielsen, Peter, active 1922-1937",Black people -- South Africa ; DT,South Africa; Africa; Browsing: Culture/Civilization/Society; Browsing: History - General,https://www.gutenberg.org/ebooks/14900.html.images
"The travels of Pedro de Cieza de Léon, A.D. 1532-50,
contained in the first part of his Chronicle of Peru","Cieza de León, Pedro de",America -- Early accounts to 1600 ; Peru -- Description and travel -- Early works to 1800 ; Peru -- History -- To 1548 ; Indians of South America ; Colombia -- Description and travel -- Early works to 1800 ; G,Browsing: Culture/Civilization/Society; Browsing: History - General; Browsing: Travel & Geography,https://www.gutenberg.org/ebooks/48770.html.images
O descobrimento do Brasil por Pedro Alvares Cabral,"Baldaque da Silva, António Arthur","E011 ; Discoveries in geography ; Brazil -- Discovery and exploration ; Cabral, Pedro Alvares, -1520?",Browsing: History - American; Browsing: Travel & Geography,https://www.gutenberg.org/ebooks/35131.html.images
"Life of Lord Byron, Vol. 2
With His Letters and Journals","Moore, Thomas","Byron, George Gordon Byron, Baron, 1788-1824 ; Poets, English -- 19th century -- Biography ; PR",Browsing: Biographies; Browsing: Literature,https://www.gutenberg.org/ebooks/16570.html.images
Bird of Paradise,"Leverson, Ada",Fiction ; PR,Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/27323.html.images
Egypt of the Pharaohs and of the Khedivé,"Zincke, F. Barham (Foster Barham)",Egypt -- History ; DT ; Egypt -- Description and travel,Browsing: History - General; Browsing: Travel & Geography,https://www.gutenberg.org/ebooks/71987.html.images
Riivaajat 2/3,"Dostoyevsky, Fyodor",PG ; Nihilism -- Fiction ; Political fiction ; Terrorists -- Russia -- Fiction ; Russia -- Social life and customs -- 1533-1917 -- Fiction,Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/74079.html.images
West-östlicher Divan: Ten Lyrics with Friulian Translation,"Goethe, Johann Wolfgang von",PT ; Poetry,Browsing: Literature; Browsing: Poetry,https://www.gutenberg.org/ebooks/34059.html.images
Sustained honor: The Age of Liberty Established,"Musick, John R. (John Roy)",United States -- History -- War of 1812 -- Fiction ; PS,Browsing: History - American; Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/10370.html.images
Littérature et Philosophie mêlées,"Hugo, Victor","PQ ; Philosophy, Modern ; Literature, Modern","FR Biographie, Mémoires, Journal intime, Correspondance; Browsing: Literature; Browsing: Philosophy & Ethics",https://www.gutenberg.org/ebooks/9644.html.images
"La vita Italiana nel Risorgimento (1849-1861), parte 2
Quarta serie - Storia e letteratura",Various,DG ; Italian literature -- 19th century ; Italy -- Civilization -- 19th century ; Italy -- Intellectual life -- 19th century ; Italy -- History -- 1849-1870,IT Storia; Browsing: Culture/Civilization/Society; Browsing: History - European; Browsing: Literature,https://www.gutenberg.org/ebooks/51527.html.images
"The Boy Aviators in Nicaragua; or, In League with the Insurgents","Goldfrap, John Henry",Flight -- Juvenile fiction ; Nicaragua -- Juvenile fiction ; PZ,Browsing: Children & Young Adult Reading; Browsing: Fiction,https://www.gutenberg.org/ebooks/49734.html.images
The Seven Sleuths' Club,"Norton, Carol",Women detectives -- Juvenile fiction ; Young women -- Social life and customs -- Juvenile fiction ; Mystery and detective stories ; PZ ; Young women -- Societies and clubs -- Juvenile fiction,Browsing: Children & Young Adult Reading; Browsing: Crime/Mystery; Browsing: Fiction,https://www.gutenberg.org/ebooks/42687.html.images
